N_EXPEDIENT,CODI_DISTRICTE,NOM_DISTRICTE,CODI_BARRI,NOM_BARRI,TIPUS_CARRER,CARRER,TIPUS_NUM,NUM1,LLETRA1,NUM2,LLETRA2,BLOC,PORTAL,ESCALA,PIS,PORTA,NUMERO_REGISTRE_GENERALITAT,NUMERO_PLACES,LONGITUD_X,LATITUD_Y
03-2013-0175,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,BLASCO DE GARAY,1,33,,,,,,,4,1,HUTB-005557,4,"2,16291052909998","41,3735445563713"
03-2013-0177,03,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,CREU COBERTA,1,57,,,,,,,02,4,HUTB-005560,6,"2,14616002335821","41,3750874710826"
03-2013-0181,03,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,CALLAO,2,8,,,,,,,AT,,HUTB-005565,3,"2,14350624816819","41,3758063836784"
03-2013-0184,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,RADAS,2,38,,40,,,,,AT,2,HUTB-005564,7,"2,16038743498955","41,372337946029"
03-2013-0186,03,SANTS-MONTJUÏC,15,Hostafrancs,Carretera,BORDETA,1,57,,,,,,A,AT,3,HUTB-005568,9,"2,14297201121248","41,372759673872"
03-2013-0187,03,SANTS-MONTJUÏC,11,el Poble Sec,Avinguda,PARAL.LEL,1,103,B,,,,,,04,1,HUTB-005567,5,"2,16277333769772","41,3747967577169"
03-2013-0192,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,SALVA,1,23,,,,,,,02,2,HUTB-005569,5,"2,16615108791153","41,3736323981303"
03-2013-0199,03,SANTS-MONTJUÏC,18,Sants,Carrer,ALMERIA,2,30,,,,,,,2,3,HUTB-005588,3,"2,13851570481707","41,3727978724677"
03-2013-0209,03,SANTS-MONTJUÏC,18,Sants,Carrer,VIOLANT HONGRIA REINA ARAGO,2,60,,62,,,,,08,2,HUTB-005623,5,"2,12985476244349","41,3785406623232"
03-2013-0212,03,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,PRINCEP JORDI,2,6,,,,,,,01,1,HUTB-005627,4,"2,14657576275226","41,3758972238053"
03-2013-0213,03,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,LEIVA,2,94,,,,,,,01,2,HUTB-005628,2,"2,1471933534052","41,374389556656"
03-2013-0218,03,SANTS-MONTJUÏC,14,la Font de la Guatlla,Carrer,SANT FRUCTUOS,1,37,,,,,,,BJ,1,HUTB-005654,4,"2,14659472452305","41,37128292666"
03-2013-0219,03,SANTS-MONTJUÏC,14,la Font de la Guatlla,Carrer,SANT FRUCTUOS,1,37,,,,,,,01,1,HUTB-005657,6,"2,14659472452305","41,37128292666"
03-2013-0220,03,SANTS-MONTJUÏC,14,la Font de la Guatlla,Carrer,SANT FRUCTUOS,1,37,,,,,,,02,1,HUTB-005639,7,"2,14659472452305","41,37128292666"
03-2013-0221,03,SANTS-MONTJUÏC,14,la Font de la Guatlla,Carrer,SANT FRUCTUOS,1,37,,,,,,,03,1,HUTB-005658,4,"2,14659472452305","41,37128292666"
03-2013-0222,03,SANTS-MONTJUÏC,14,la Font de la Guatlla,Carrer,SANT FRUCTUOS,1,37,,,,,,,04,1,HUTB-005640,4,"2,14659472452305","41,37128292666"
03-2013-0223,03,SANTS-MONTJUÏC,14,la Font de la Guatlla,Carrer,SANT FRUCTUOS,1,37,,,,,,,03,2,HUTB-005655,4,"2,14659472452305","41,37128292666"
03-2013-0227,03,SANTS-MONTJUÏC,18,Sants,Carrer,PUIGGARI,1,15,,17,,,,,04,3,HUTB-005678,6,"2,13834659831784","41,3801649629798"
03-2013-0229,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,ROSER,1,61,,,,,,,AT,,HUTB-005684,3,"2,16616691511951","41,3724595430873"
03-2013-0231,03,SANTS-MONTJUÏC,18,Sants,Avinguda,JOSEP TARRADELLAS,1,3,,,,,,,03,2,HUTB-005692,9,"2,14204244138762","41,3815464261722"
03-2013-0232,03,SANTS-MONTJUÏC,17,Sants - Badal,Carrer,PORTBOU,1,27,,,,,,,AT,2,HUTB-005695,6,"2,1266450125854","41,3766237228438"
03-2013-0237,03,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,DIPUTACIO,1,7,,,,,,,2,3,HUTB-005726,4,"2,14775123163765","41,3760315636906"
03-2013-0242,03,SANTS-MONTJUÏC,18,Sants,Carrer,TENOR MASINI,1,59,,,,,,,BJ,1,HUTB-005744,4,"2,13169179106811","41,3775526606391"
03-2013-0254,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,VILA I VILA,1,89,,,,,,,05,2,HUTB-005800,4,"2,16802810995023","41,3743252062961"
03-2013-0255,03,SANTS-MONTJUÏC,14,la Font de la Guatlla,Gran Via,CORTS CATALANES,2,278,,,,,,,03,4,HUTB-005802,5,"2,14478117736765","41,3714282382574"
03-2013-0263,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,CABANES,2,54,,,,,,,03,,HUTB-005810,2,"2,16935014439191","41,3719836021204"
03-2013-0265,03,SANTS-MONTJUÏC,17,Sants - Badal,Rambla,BADAL,1,123,,,,,,,01,4,HUTB-005813,3,"2,13135702188849","41,3725416388208"
03-2013-0272,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,PIQUER,1,55,,,,,,,02,3,HUTB-005830,5,"2,16772977779638","41,3735766399347"
03-2013-0273,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,PIQUER,1,55,,,,,,,02,4,HUTB-005822,5,"2,16772977779638","41,3735766399347"
03-2013-0274,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,SALVA,1,59,,,,,,,BJ,1,HUTB-005825,8,"2,16531446868472","41,3722817424072"
03-2013-0275,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,CREU DELS MOLERS,1,57,,,,,,,2,2,HUTB-005832,5,"2,16136825094547","41,372681205321"
03-2013-0276,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,CABANES,1,27,,29,,,,,03,1,HUTB-005827,7,"2,1699451080856","41,3727853502974"
03-2013-0280,03,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,CREU COBERTA,2,36,,,,,,,01,1,HUTB-005835,5,"2,14681044099419","41,3752854797988"
03-2013-0285,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,PIQUER,1,15,,,,,,,03,3,HUTB-005855,4,"2,17056113594131","41,3727462138534"
03-2013-0289,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,RICART,2,40,,44,,,,,02,3,HUTB-005866,8,"2,1573285031337","41,3726059167245"
03-2013-0290,03,SANTS-MONTJUÏC,11,el Poble Sec,Avinguda,PARAL.LEL,1,99,,,,,,,02,3,HUTB-005897,6,"2,16342016599505","41,3747942650695"
03-2013-0292,03,SANTS-MONTJUÏC,18,Sants,Avinguda,JOSEP TARRADELLAS,1,23,,,,,,,01,3,HUTB-005881,10,"2,14210827277623","41,382373968598"
03-2013-0296,03,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,BEJAR,1,53,,,,,,,EN,2,HUTB-005924,4,"2,14506536670743","41,3773482745844"
03-2013-0297,03,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,BEJAR,1,53,,,,,,,02,2,HUTB-005919,3,"2,14506536670743","41,3773482745844"
03-2013-0298,03,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,BEJAR,1,53,,,,,,,01,3,HUTB-005922,4,"2,14506536670743","41,3773482745844"
03-2013-0300,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,BLESA,1,47,,,,,,,02,1,HUTB-005943,6,"2,16678696326478","41,3727378093536"
03-2013-0304,03,SANTS-MONTJUÏC,16,la Bordeta,Rambla,BADAL,2,46,,50,,,,B,EN,1,HUTB-005951,10,"2,13392737450534","41,3676993900571"
03-2013-0308,03,SANTS-MONTJUÏC,17,Sants - Badal,Riera,BLANCA,1,119,,,,,,,01,,HUTB-005973,6,"2,12728420947416","41,3717641075108"
03-2013-0309,03,SANTS-MONTJUÏC,17,Sants - Badal,Riera,BLANCA,1,119,,,,,,,02,,HUTB-005974,6,"2,12728420947416","41,3717641075108"
03-2013-0310,03,SANTS-MONTJUÏC,17,Sants - Badal,Riera,BLANCA,1,119,,,,,,,03,,HUTB-005976,6,"2,12728420947416","41,3717641075108"
03-2013-0311,03,SANTS-MONTJUÏC,17,Sants - Badal,Riera,BLANCA,1,119,,,,,,,04,,HUTB-005977,12,"2,12728420947416","41,3717641075108"
03-2013-0316,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,POETA CABANYES,2,86,,,,,,,PR,1,HUTB-006261,6,"2,1641280222283","41,3714100104723"
03-2013-0320,03,SANTS-MONTJUÏC,11,el Poble Sec,Avinguda,PARAL.LEL,1,113,,,,,,,01,1,HUTB-006262,8,"2,16224979601816","41,3747985230071"
03-2013-0324,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,PIQUER,1,15,,,,,,,03,1,HUTB-006269,3,"2,17056113594131","41,3727462138534"
03-2013-0329,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,OLIVERA,1,29,,,,,,D,1,3,HUTB-006271,4,"2,1574556542672","41,3735971805229"
03-2013-0335,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,CREU DELS MOLERS,2,76,,,,,,,03,,HUTB-006298,5,"2,16087048146276","41,3717191572164"
03-2013-0338,03,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,CREU COBERTA,2,50,,,,,,,01,1,HUTB-006311,4,"2,14601978291739","41,3753000167477"
03-2013-0339,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,BLAI,1,1,,,,,,,02,1,HUTB-006367,6,"2,16656621150361","41,3728378877329"
03-2013-0341,03,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,CREU COBERTA,2,50,,,,,,,04,2,HUTB-006381,4,"2,14601978291739","41,3753000167477"
03-2013-0342,03,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,CREU COBERTA,2,50,,,,,,,04,1,HUTB-006382,4,"2,14601978291739","41,3753000167477"
03-2013-0343,03,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,CREU COBERTA,2,50,,,,,,,03,2,HUTB-006383,4,"2,14601978291739","41,3753000167477"
03-2013-0344,03,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,CREU COBERTA,2,50,,,,,,,02,2,HUTB-006384,4,"2,14601978291739","41,3753000167477"
03-2013-0345,03,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,CREU COBERTA,2,50,,,,,,,02,1,HUTB-006385,4,"2,14601978291739","41,3753000167477"
03-2013-0346,03,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,CREU COBERTA,2,50,,,,,,,01,2,HUTB-006386,4,"2,14601978291739","41,3753000167477"
03-2013-0347,03,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,CREU COBERTA,2,50,,,,,,,PR,2,HUTB-006370,4,"2,14601978291739","41,3753000167477"
03-2013-0351,03,SANTS-MONTJUÏC,18,Sants,Carrer,SAGUNT,1,71,,,,,,,BJ,,HUTB-006398,4,"2,1350594055729","41,3718737685983"
03-2013-0352,03,SANTS-MONTJUÏC,18,Sants,Carrer,DAOIZ I VELARDE,2,34,,,,,,,BJ,,HUTB-006466,2,"2,13201293536539","41,3741793094877"
03-2013-0356,03,SANTS-MONTJUÏC,17,Sants - Badal,Carrer,SUGRANYES,2,94,,,,,,,02,,HUTB-006519,6,"2,13011460083835","41,3718437814437"
03-2013-0360,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,OLIVERA,1,45,,,,,,,02,2A,HUTB-006573,6,"2,15558207185207","41,373553947304"
03-2013-0364,03,SANTS-MONTJUÏC,15,Hostafrancs,Gran Via,CORTS CATALANES,1,263,,,,,,,06,2,HUTB-006601,5,"2,14335787970805","41,3710205635858"
03-2013-0366,03,SANTS-MONTJUÏC,11,el Poble Sec,Plaça,SANTA MADRONA,2,6,,,,,,,05,1,HUTB-006602,4,"2,15627160148589","41,3736773370686"
03-2013-0369,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,BLASCO DE GARAY,1,3,,,,,,,EN,1,HUTB-006622,3,"2,16331930233034","41,3746213258113"
03-2013-0373,03,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,RECTOR TRIADO,2,14,,,,,,,1,2,HUTB-006632,4,"2,14533924439397","41,3758428736742"
03-2013-0379,03,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,CONSELL DE CENT,2,38,,,,,,,02,4,HUTB-007581,4,"2,14616020636401","41,3765922418855"
03-2013-0387,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,LLEIDA,1,5,,,,,,,01,2,HUTB-006733,3,"2,15449641879511","41,3743877107156"
03-2013-0393,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,MARE DE DEU DEL REMEI,1,23,,,,,,,2,1,HUTB-006801,6,"2,15786441041472","41,372955008469"
03-2013-0394,03,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,FARELL,1,17,,,,,,,PR,1,HUTB-006750,6,"2,14390809767874","41,3725497046366"
03-2013-0396,03,SANTS-MONTJUÏC,18,Sants,Avinguda,JOSEP TARRADELLAS,1,47,,,,,,,1,1,HUTB-006816,9,"2,14212809715436","41,3840558812924"
03-2013-0397,03,SANTS-MONTJUÏC,11,el Poble Sec,Avinguda,PARAL.LEL,1,135,,,,,,,05,4,HUTB-006818,7,"2,15885919669469","41,3748069450435"
03-2013-0398,03,SANTS-MONTJUÏC,18,Sants,Carrer,JOCS FLORALS,1,49,,,,,,,2,2,HUTB-006819,8,"2,13482901462732","41,3737943499545"
03-2013-0399,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,SALVA,1,73,,,,,,,04,1,HUTB-006805,6,"2,1651683429695","41,3718656963443"
03-2013-0401,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,FONTRODONA,1,19,,,,,,,01,2,HUTB-006845,3,"2,1671854913317","41,3733511797941"
03-2013-0402,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,FONTRODONA,1,17,,,,,,,01,2,HUTB-006849,4,"2,167226204863","41,3734376945341"
03-2013-0403,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,POETA CABANYES,1,51,,,,,,,02,1,HUTB-006856,4,"2,16496048991005","41,3730694229885"
03-2013-0404,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,BLAI,2,28,,,,,,,03,3,HUTB-012659,7,"2,1642968126649","41,3738178776743"
03-2013-0405,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,ROSER,2,56,,,,,,,SA,1,HUTB-006857,2,"2,16600493840254","41,3724470918243"
03-2013-0406,03,SANTS-MONTJUÏC,13,la Marina de Port,Carrer,SEGURA,1,17,,,,,,,01,1,HUTB-006844,6,"2,14153159387668","41,3654622594504"
03-2013-0412,03,SANTS-MONTJUÏC,18,Sants,Carrer,ESPANYA INDUSTRIAL,1,9,,,,,,,PR,,HUTB-006944,10,"2,14038441776317","41,3758195941203"
03-2013-0413,03,SANTS-MONTJUÏC,18,Sants,Carrer,ESPANYA INDUSTRIAL,1,9,,,,,,,1,,HUTB-006943,8,"2,14038441776317","41,3758195941203"
03-2013-0414,03,SANTS-MONTJUÏC,18,Sants,Carrer,ESPANYA INDUSTRIAL,1,9,,,,,,,2,,HUTB-006942,8,"2,14038441776317","41,3758195941203"
03-2013-0415,03,SANTS-MONTJUÏC,18,Sants,Carrer,ESPANYA INDUSTRIAL,1,9,,,,,,,3,,HUTB-006949,5,"2,14038441776317","41,3758195941203"
03-2013-0426,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,VALLHONRAT,1,25,,,,,,,01,2,HUTB-006964,5,"2,15691585715954","41,3738250716304"
03-2013-0433,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,FONTRODONA,1,17,,,,,,,03,2,HUTB-007003,5,"2,167226204863","41,3734376945341"
03-2013-0438,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,POETA CABANYES,2,70,,,,,,,PR,1,HUTB-006900,3,"2,16438318349089","41,3721296469174"
03-2013-0440,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,TAPIOLES,2,28,,,,,,,05,1,HUTB-006901,4,"2,16417529338043","41,3732939638421"
03-2013-0445,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,MURILLO,2,18,,,,,,,BJ,,HUTB-006787,9,"2,16184422049446","41,3731255557457"
03-2013-0446,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,MATA,2,24,,,,,,,EN,1,HUTB-006782,4,"2,17054460882075","41,3725119348908"
03-2013-0447,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,MATA,2,24,,,,,,,4,2,HUTB-006780,4,"2,17054460882075","41,3725119348908"
03-2013-0448,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,MATA,2,24,,,,,,,2,2,HUTB-006779,4,"2,17054460882075","41,3725119348908"
03-2013-0449,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,MATA,2,24,,,,,,,4,1,HUTB-006825,4,"2,17054460882075","41,3725119348908"
03-2013-0451,03,SANTS-MONTJUÏC,15,Hostafrancs,Carretera,BORDETA,2,34,,,,,,,01,,HUTB-006764,4,"2,14605536581511","41,3737616697783"
03-2013-0452,03,SANTS-MONTJUÏC,17,Sants - Badal,Carrer,SUGRANYES,2,94,,,,,,,01,1,HUTB-006758,4,"2,13011460083835","41,3718437814437"
03-2013-0455,03,SANTS-MONTJUÏC,18,Sants,Carrer,VALLESPIR,2,18,,,,,,,3,2,HUTB-012196,4,"2,1377586976274","41,3785767951125"
03-2013-0460,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,RADAS,2,32,,,,,,,02,1,HUTB-007129,3,"2,16045841177482","41,3725345308029"
03-2013-0461,03,SANTS-MONTJUÏC,15,Hostafrancs,Carretera,BORDETA,1,57,,,,,,,05,3,HUTB-007081,6,"2,14297201121248","41,372759673872"
03-2013-0467,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,OLIVERA,1,29,,,,,,I,BJ,5,HUTB-007120,11,"2,1574556542672","41,3735971805229"
03-2013-0470,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,SALVA,2,40,,,,,,,01,2,HUTB-007150,6,"2,16560241933728","41,3730465705023"
03-2013-0471,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,MARE DE DEU DEL REMEI,1,43,,45,,,,,AT,2,HUTB-007115,4,"2,15629223838604","41,3729094615076"
03-2013-0472,03,SANTS-MONTJUÏC,14,la Font de la Guatlla,Carrer,AMPOSTA,1,1,,,,,,,04,3,HUTB-007048,3,"2,14759215732844","41,3717470372969"
03-2013-0476,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,SALVA,2,30,,,,,,,01,3,HUTB-007151,4,"2,16594753101785","41,3735599795876"
03-2013-0481,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,SALVA,2,46,,,,,,,01,1,HUTB-007371,7,"2,16545840464526","41,3728327682529"
03-2013-0484,03,SANTS-MONTJUÏC,14,la Font de la Guatlla,Carrer,SANT FERRIOL,1,11,,,,,,,BJ,,HUTB-007374,6,"2,14697951239627","41,3723168443671"
03-2013-0485,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,ROSER,2,68,,,,,,,PR,4,HUTB-007365,2,"2,1657751894192","41,3720861250013"
03-2013-0488,03,SANTS-MONTJUÏC,14,la Font de la Guatlla,Gran Via,CORTS CATALANES,2,290,,,,,,,03,3,HUTB-007305,6,"2,14551219081568","41,3719784981622"
03-2013-0490,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,CABANES,1,27,,,,,,,BJ,2,HUTB-007282,12,"2,1699451080856","41,3727853502974"
03-2013-0493,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,ROSER,2,72,,,,,,,04,2,HUTB-007366,3,"2,16571143968564","41,3719862286692"
03-2013-0494,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,SALVA,1,5,,,,,,,1,1,HUTB-007372,6,"2,16669655710093","41,3744453067757"
03-2013-0496,03,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,RECTOR TRIADO,2,72,,,,,,,01,,HUTB-007353,7,"2,14338162178017","41,3778302561139"
03-2013-0499,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,FONTRODONA,1,17,,,,,,,04,1,HUTB-007317,4,"2,167226204863","41,3734376945341"
03-2013-0501,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,LAFONT,1,29,,,,,,,02,3,HUTB-007322,6,"2,16870871855867","41,3723745089817"
03-2013-0503,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,ELKANO,1,41,,,,,,,02,2,HUTB-007315,5,"2,16229988829148","41,3734005499481"
03-2013-0504,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,MARGARIT,2,52,,,,,,,03,3,HUTB-007331,3,"2,16310336122047","41,3725465104285"
03-2013-0506,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,MARGARIT,1,51,,,,,,,01,,HUTB-007332,6,"2,16298904123584","41,3718424879653"
03-2013-0509,03,SANTS-MONTJUÏC,15,Hostafrancs,Carretera,BORDETA,1,21,,,,,,,01,1,HUTB-007281,4,"2,14558520268354","41,373496475098"
03-2013-0510,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,MARGARIT,1,53,,,,,,,2,,HUTB-007333,3,"2,1629685354338","41,3717863930252"
03-2013-0516,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,JAUME FABRA,2,8,,,,,,,PR,1,HUTB-007320,4,"2,15978330605597","41,3744871555279"
03-2013-0519,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,BLASCO DE GARAY,1,3,,,,,,,2,2,HUTB-007279,5,"2,16331930233034","41,3746213258113"
03-2013-0527,03,SANTS-MONTJUÏC,16,la Bordeta,Carrer,VILADECANS,2,22,,,,,,,01,1,HUTB-007393,5,"2,13870160541333","41,3699157209059"
03-2013-0534,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,NOU DE LA RAMBLA,2,148,,,,,,,03,1,HUTB-007344,4,"2,16752671545342","41,3726784172601"
03-2013-0538,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,VALLHONRAT,1,9,,,,,,,04,2,HUTB-007392,4,"2,15732218779468","41,3743673646379"
03-2013-0548,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,TAPIOLES,1,53,,,,,,,PR,1,HUTB-007678,2,"2,16387423378975","41,3723401130233"
03-2013-0549,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,TAPIOLES,2,36,,,,,,,05,1,HUTB-007676,3,"2,16399718623497","41,3729908636961"
03-2013-0552,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,ROSER,2,14,,,,,,,03,,HUTB-007656,8,"2,16694069445161","41,373920503298"
03-2013-0553,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,NOU DE LA RAMBLA,2,154,,,,,,,01,2,HUTB-007546,4,"2,16710540794245","41,3722741550686"
03-2013-0554,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,NOU DE LA RAMBLA,2,154,,,,,,,01,3,HUTB-007552,4,"2,16710540794245","41,3722741550686"
03-2013-0555,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,NOU DE LA RAMBLA,2,154,,,,,,,01,4,HUTB-007547,4,"2,16710540794245","41,3722741550686"
03-2013-0556,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,NOU DE LA RAMBLA,2,154,,,,,,,02,1,HUTB-007548,4,"2,16710540794245","41,3722741550686"
03-2013-0557,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,NOU DE LA RAMBLA,2,154,,,,,,,02,3,HUTB-007549,4,"2,16710540794245","41,3722741550686"
03-2013-0559,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,NOU DE LA RAMBLA,2,154,,,,,,,02,4,HUTB-007550,4,"2,16710540794245","41,3722741550686"
03-2013-0560,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,NOU DE LA RAMBLA,2,154,,,,,,,03,1,HUTB-007551,4,"2,16710540794245","41,3722741550686"
03-2013-0561,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,NOU DE LA RAMBLA,2,154,,,,,,,04,1,HUTB-007545,4,"2,16710540794245","41,3722741550686"
03-2013-0570,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,TAPIOLES,1,53,,,,,,,PR,A,HUTB-007679,2,"2,16387423378975","41,3723401130233"
03-2013-0571,03,SANTS-MONTJUÏC,13,la Marina de Port,Carrer,FERROCARRILS CATALANS,1,41,,,,,,,04,1,HUTB-007512,7,"2,14433365307484","41,3578392745823"
03-2013-0572,03,SANTS-MONTJUÏC,18,Sants,Carrer,SANTS,1,63,,,,,,,02,2,HUTB-007673,11,"2,13761752096528","41,3752581425916"
03-2013-0582,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,RADAS,1,45,,,,,,,2,1,HUTB-007591,4,"2,16078027626366","41,37302419501"
03-2013-0594,03,SANTS-MONTJUÏC,17,Sants - Badal,Carrer,MUNNE,1,9,,,,,,,02,1,HUTB-007536,4,"2,12338721784589","41,3752816376165"
03-2013-0596,03,SANTS-MONTJUÏC,18,Sants,Carrer,VALLESPIR,2,32,,,,,,,02,3,HUTB-007697,2,"2,13736829590349","41,3791571415875"
03-2013-0599,03,SANTS-MONTJUÏC,16,la Bordeta,Rambla,BADAL,1,29,,31,,,,A,02,1,HUTB-007422,6,"2,13393132082297","41,3666832351901"
03-2013-0600,03,SANTS-MONTJUÏC,18,Sants,Plaça,SANTS,2,4,,,,,,,8,3,HUTB-007674,6,"2,13504734149356","41,3760132371397"
03-2013-0602,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,MURILLO,1,13,,,,,,,01,1,HUTB-007542,5,"2,16186881906837","41,3730118166827"
03-2013-0603,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,SALVA,1,5,,,,,,,04,1,HUTB-007660,3,"2,16669655710093","41,3744453067757"
03-2013-0612,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,BLAI,2,66,,,,,,,01,1,HUTB-007433,4,"2,16241645721456","41,3745366353599"
03-2013-0613,03,SANTS-MONTJUÏC,18,Sants,Rambla,BRASIL,2,20,,,,,,,2,,HUTB-007860,4,"2,13046467022394","41,3767536784067"
03-2013-0622,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,VALLHONRAT,2,22,,,,,,,03,3,HUTB-007770,6,"2,15676354595149","41,373877973737"
03-2013-0623,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,MARGARIT,1,11,,,,,,,01,,HUTB-007762,6,"2,16384672039697","41,3742028505123"
03-2013-0625,03,SANTS-MONTJUÏC,14,la Font de la Guatlla,Carrer,SANTA DOROTEA,1,11,,,,,,,04,3,HUTB-014436,6,"2,14607942099183","41,3712429926839"
03-2013-0629,03,SANTS-MONTJUÏC,14,la Font de la Guatlla,Gran Via,CORTS CATALANES,2,320,,,,,,,AT,3,HUTB-007876,6,"2,14706407592626","41,3731463257407"
03-2013-0636,03,SANTS-MONTJUÏC,14,la Font de la Guatlla,Carrer,SANT FRUCTUOS,1,25,,,,,,,03,3,HUTB-007832,2,"2,14713523693768","41,3716358315814"
03-2013-0638,03,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,JAUME FABRA,1,1,,,,,,,AT,2,HUTB-007813,6,"2,16035831510214","41,3747121271639"
